window_start,window_end,dataset_source,number_of_flows,mean_dst_port,mean_flow_duration,mean_total_packets,total_packets,mean_total_bytes,total_bytes,mean_source_bytes,source_bytes,mean_iat_variance,mean_s_tos,mean_d_tos,mean_tot_fwd_pkts,mean_tot_bwd_pkts,mean_totlen_fwd_pkts,mean_totlen_bwd_pkts,mean_flow_byts_s,mean_flow_pkts_s,mean_flow_iat_mean,mean_flow_iat_std,mean_flow_iat_max,mean_flow_iat_min,mean_fwd_pkts_s,mean_bwd_pkts_s,mean_down_up_ratio,mean_fin_flag_cnt,mean_syn_flag_cnt,mean_rst_flag_cnt,mean_psh_flag_cnt,mean_ack_flag_cnt,mean_urg_flag_cnt,mean_cwe_flag_count,mean_ece_flag_cnt,mean_init_fwd_win_byts,mean_init_bwd_win_byts,mean_fwd_pkt_len_max,mean_fwd_pkt_len_min,mean_fwd_pkt_len_mean,mean_fwd_pkt_len_std,mean_bwd_pkt_len_max,mean_bwd_pkt_len_min,mean_bwd_pkt_len_mean,mean_bwd_pkt_len_std,mean_pkt_len_min,mean_pkt_len_max,mean_pkt_len_mean,mean_pkt_len_std,mean_pkt_len_var,mean_pkt_size_avg,mean_fwd_seg_size_avg,mean_bwd_seg_size_avg,target_next_window
2011-08-10 09:46:00,2011-08-10 09:47:00,CTU13,1654,12782.049291435613,1279.3881594050786,562.7152357920194,930731.0,442918.2400241838,732586769.0,419831.4516324063,694401221.0,,0.0018214936247723133,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:47:00,2011-08-10 09:48:00,CTU13,10191,12623.321435712858,1235.6530180582868,39.8255323324502,405862.0,8187.587969777254,83439709.0,3464.6359532921206,35308105.0,,0.04169541646131099,0.00031453134829104634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:48:00,2011-08-10 09:49:00,CTU13,8657,13274.64637749675,1110.4049347034768,27.098532979092063,234592.0,17533.476030957605,151787302.0,1125.6070232182049,9744380.0,,0.024854819976771195,0.0023643603782976604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:49:00,2011-08-10 09:50:00,CTU13,9321,11927.165774232324,922.117819277009,13.56710653363373,126459.0,3458.3323677716985,32235116.0,1027.0345456496084,9572989.0,,0.023957885689729265,0.00034722222222222224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:50:00,2011-08-10 09:51:00,CTU13,9194,10952.259480375898,897.5732357643028,12.54709593212965,115358.0,5290.367957363498,48639643.0,839.8135740700457,7721246.0,,0.0223457597558317,0.0006919617114519663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:51:00,2011-08-10 09:52:00,CTU13,8449,11237.77426717924,919.3470909518286,13.67132204994674,115509.0,5986.737247011481,50581943.0,887.8359569179785,7501326.0,,0.026250148473690463,0.0007530120481927711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:52:00,2011-08-10 09:53:00,CTU13,9524,11387.711853517507,854.4613882233306,23.606047879042418,224824.0,18503.166631667365,176224159.0,1015.0921881562368,9667738.0,,0.0246092099704267,0.0002260397830018083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:53:00,2011-08-10 09:54:00,CTU13,8391,11599.676143237359,870.024378142772,9.063043737337624,76048.0,3519.9426766773922,29535839.0,729.510189488738,6121320.0,,0.023914863087408825,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:54:00,2011-08-10 09:55:00,CTU13,8534,11028.424952426261,860.3779481495196,126.78017342395125,1081942.0,104634.412819311,892950079.0,3660.8834075462855,31241979.0,,0.02569845573499941,0.0011177347242921013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2011-08-10 09:55:00,2011-08-10 09:56:00,CTU13,8307,10670.07459578638,852.180794847478,12.800048152160828,106330.0,6900.4891055736125,57322363.0,1496.2572529192248,12429409.0,,0.025966183574879228,0.0002564102564102564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
