timestamp,window_end,dataset_source,packet_count,byte_count,unique_src_ips,unique_dst_ips,unique_src_ports,unique_dst_ports,tcp_packet_count,udp_packet_count,icmp_packet_count,mean_packet_size,std_packet_size,min_packet_size,max_packet_size,mean_inter_arrival_time,std_inter_arrival_time,syn_count,ack_count,rst_count,fin_count,psh_count,forward_packets,backward_packets,forward_bytes,backward_bytes,flow_duration_mean,tcp_syn_ack_ratio,tcp_rst_ratio,tcp_fin_ratio,packets_per_second,bytes_per_second,unique_src_dst_pair_count,unique_communication_pairs,mean_packets_per_flow,mean_bytes_per_flow,binary_label,attack_type
2011-08-10T09:04:00+00:00,2011-08-10T09:05:00+00:00,CTU13_PCAP,71,9229,3,6,7,7,11,56,0,129.98591549295776,84.87447117929331,60,503,0.3504271302904401,0.8136045475771264,3,9,2,0,3,66,5,8502.242424242424,726.7575757575758,4.271626075108846,0.3333333333333333,0.18181818181818182,0.0,1.1833333333333331,153.81666666666666,7,5,11.833333333333334,1538.1666666666667,1,NERIS_BOTNET
2011-08-10T09:06:00+00:00,2011-08-10T09:07:00+00:00,CTU13_PCAP,788,416416,12,13,29,29,735,53,0,528.4467005076142,1021.701496361231,60,8814,0.047244819631419,0.2930131686624955,56,695,7,33,95,546,242,285674.75518064713,130741.24481935284,4.290100455284119,0.08057553956834532,0.009523809523809525,0.044897959183673466,13.133333333333333,6940.266666666666,23,12,35.81818181818182,18928.0,1,NERIS_BOTNET
2011-08-10T09:07:00+00:00,2011-08-10T09:08:00+00:00,CTU13_PCAP,604,218763,9,29,34,15,598,6,0,362.19039735099335,552.0176764138555,60,3126,0.0975012138708314,0.3568311398311867,145,457,4,14,46,422,182,136600.88095238098,82162.11904761904,9.004387776056925,0.3172866520787746,0.006688963210702341,0.023411371237458192,10.066666666666666,3646.05,36,28,20.133333333333333,7292.1,1,NERIS_BOTNET
2011-08-10T09:08:00+00:00,2011-08-10T09:09:00+00:00,CTU13_PCAP,526,203147,8,24,34,18,520,6,0,386.2110266159696,629.4532354511005,60,2798,0.1124545615059988,0.5866678097419674,133,394,9,24,40,342,184,114596.53453656068,88550.46546343932,5.232570536931356,0.33756345177664976,0.01730769230769231,0.046153846153846156,8.766666666666667,3385.7833333333333,30,23,17.533333333333335,6771.566666666667,1,NERIS_BOTNET
2011-08-10T09:09:00+00:00,2011-08-10T09:10:00+00:00,CTU13_PCAP,697,319270,15,24,39,31,628,69,0,458.0631276901004,783.4943810151586,60,4623,0.0847482400378961,0.3836089211554733,69,569,8,16,51,414,283,180959.4356888377,138310.56431116228,5.479315165815683,0.12126537785588752,0.012738853503184714,0.025477707006369428,11.616666666666667,5321.166666666667,37,23,24.03448275862069,11009.310344827589,1,NERIS_BOTNET
2011-08-10T09:10:00+00:00,2011-08-10T09:11:00+00:00,CTU13_PCAP,580,118497,25,31,48,43,527,53,0,204.30517241379312,346.3908868965382,60,2283,0.1011811348646621,0.4099610824916186,125,426,33,50,123,405,175,81392.05533856388,37104.94466143612,9.229872330641134,0.2934272300469484,0.06261859582542695,0.09487666034155598,9.666666666666666,1974.95,54,30,14.871794871794872,3038.3846153846152,1,NERIS_BOTNET
2011-08-10T09:11:00+00:00,2011-08-10T09:12:00+00:00,CTU13_PCAP,214,52803,12,21,33,25,198,16,0,246.7429906542056,763.3639425022321,60,5894,0.2736952439160414,0.7498105962899417,68,133,28,10,27,154,60,39325.16163222045,13477.838367779545,6.070718509179574,0.5112781954887218,0.1414141414141414,0.050505050505050504,3.566666666666667,880.05,31,20,7.925925925925926,1955.6666666666667,1,NERIS_BOTNET
2011-08-10T09:12:00+00:00,2011-08-10T09:13:00+00:00,CTU13_PCAP,168,11624,13,21,32,24,161,5,2,69.19047619047619,37.50776941434813,60,315,0.349862963853482,0.8007713177586524,80,86,12,18,18,124,44,8439.247771836006,3184.752228163993,3.2562452952067056,0.9302325581395349,0.07453416149068323,0.11180124223602485,2.8,193.7333333333333,32,21,7.0,484.3333333333333,1,NERIS_BOTNET
2011-08-10T09:13:00+00:00,2011-08-10T09:14:00+00:00,CTU13_PCAP,856,468311,10,17,33,26,833,23,0,547.0922897196261,990.761629826677,60,7354,0.0659433392753378,0.3844176124384391,65,718,70,31,140,496,360,255491.72504576412,212819.27495423585,8.399438947439194,0.0905292479108635,0.08403361344537816,0.03721488595438175,14.266666666666667,7805.183333333333,25,16,35.666666666666664,19512.95833333333,1,NERIS_BOTNET
2011-08-10T09:14:00+00:00,2011-08-10T09:15:00+00:00,CTU13_PCAP,420,31408,11,36,54,22,401,19,0,74.78095238095239,51.30357472969453,60,340,0.1386471170229672,0.3129769654145392,166,240,5,30,86,336,84,25496.87624140565,5911.123758594347,8.87844927046034,0.6916666666666667,0.012468827930174564,0.07481296758104738,7.0,523.4666666666667,45,35,9.333333333333334,697.9555555555555,1,NERIS_BOTNET
2011-08-10T09:15:00+00:00,2011-08-10T09:16:00+00:00,CTU13_PCAP,502,43445,13,41,65,24,492,10,0,86.54382470119522,156.80146134076287,60,2950,0.1161353155048545,0.2749071454436904,195,299,13,21,136,349,153,30582.10778199417,12862.892218005829,6.349167903264363,0.6521739130434783,0.026422764227642278,0.042682926829268296,8.366666666666667,724.0833333333334,52,41,8.807017543859649,762.1929824561404,1,NERIS_BOTNET
2011-08-10T09:16:00+00:00,2011-08-10T09:17:00+00:00,CTU13_PCAP,454,31342,12,40,64,22,451,2,1,69.0352422907489,35.237627444776834,60,359,0.1319784944420618,0.2839361733223178,200,255,17,29,83,306,148,21575.95534290271,9766.044657097293,5.204494562642328,0.7843137254901961,0.037694013303769404,0.06430155210643015,7.566666666666666,522.3666666666667,50,40,7.827586206896552,540.3793103448276,1,NERIS_BOTNET
2011-08-10T09:17:00+00:00,2011-08-10T09:18:00+00:00,CTU13_PCAP,585,43117,12,44,74,22,574,11,0,73.7042735042735,76.0149764744016,60,961,0.1016475615436083,0.2312682109020123,265,312,9,13,133,389,196,28145.57785547785,14971.422144522145,8.165725730015682,0.8493589743589743,0.0156794425087108,0.02264808362369338,9.75,718.6166666666667,54,43,9.0,663.3384615384615,1,NERIS_BOTNET
2011-08-10T09:18:00+00:00,2011-08-10T09:19:00+00:00,CTU13_PCAP,814,159364,14,44,69,29,804,10,0,195.7788697788698,511.1084598549822,60,4434,0.0724282865887931,0.1695580049824606,253,506,68,23,178,482,332,75618.2036453189,83745.7963546811,7.159760193030039,0.5,0.0845771144278607,0.028606965174129355,13.566666666666666,2656.0666666666666,56,43,13.566666666666666,2656.0666666666666,1,NERIS_BOTNET
2011-08-10T09:19:00+00:00,2011-08-10T09:20:00+00:00,CTU13_PCAP,547,36069,10,40,73,25,536,11,0,65.93967093235831,30.27023351116434,60,412,0.1060127456546266,0.2339079218284064,276,265,11,18,86,385,162,25689.19867851447,10379.801321485536,8.81715314090252,1.0415094339622641,0.020522388059701493,0.033582089552238806,9.116666666666667,601.15,48,39,8.546875,563.578125,1,NERIS_BOTNET
2011-08-10T09:20:00+00:00,2011-08-10T09:21:00+00:00,CTU13_PCAP,651,53425,10,40,66,23,641,10,0,82.06605222734255,155.10148384680642,60,2974,0.0914371384107149,0.2134886281449125,248,397,7,19,157,438,213,36378.02673160173,17046.97326839827,8.253354997470462,0.6246851385390428,0.0109204368174727,0.029641185647425898,10.85,890.4166666666666,48,39,11.224137931034482,921.1206896551724,1,NERIS_BOTNET
2011-08-10T09:21:00+00:00,2011-08-10T09:22:00+00:00,CTU13_PCAP,680,59307,12,40,70,27,672,8,0,87.21617647058824,160.22588476924227,60,1819,0.0879659456076081,0.1978689291642343,268,406,16,16,151,514,166,42111.69833631783,17195.301663682174,6.476332360698331,0.6600985221674877,0.023809523809523808,0.023809523809523808,11.333333333333334,988.45,50,40,10.96774193548387,956.5645161290324,1,NERIS_BOTNET
2011-08-10T09:22:00+00:00,2011-08-10T09:23:00+00:00,CTU13_PCAP,670,114337,13,41,72,30,663,7,0,170.65223880597014,439.3469848445562,60,2974,0.0895536159720656,0.1925056283456689,246,386,51,30,122,497,173,63165.54330673466,51171.45669326533,5.518185010032048,0.6373056994818653,0.07692307692307693,0.04524886877828054,11.166666666666666,1905.6166666666663,52,40,10.634920634920634,1814.873015873016,1,NERIS_BOTNET
2011-08-10T09:23:00+00:00,2011-08-10T09:24:00+00:00,CTU13_PCAP,635,49642,11,44,78,26,615,20,0,78.1763779527559,86.85147286970256,60,1065,0.0944573721299036,0.2181477023881463,279,341,7,17,137,435,200,33394.12786885246,16247.872131147544,6.485511858122689,0.8181818181818182,0.011382113821138212,0.027642276422764227,10.583333333333334,827.3666666666667,53,43,9.071428571428571,709.1714285714286,1,NERIS_BOTNET
